1654673731927074048,0.11065,-0.55134,0.00151,0.99618,-0.02546,0.02815,-0.07868,
1654673735376820992,0.10845,-0.51495,0.00532,0.99652,-0.03004,0.02895,-0.07218,
1654673735727279360,0.10396,-0.47170,0.00380,0.99687,-0.03187,0.03090,-0.06545,
1654673736426597632,0.09949,-0.42535,0.00299,0.99717,-0.03272,0.03212,-0.05952,
1654673736776653312,0.09330,-0.37867,0.00243,0.99744,-0.03321,0.03314,-0.05396,
1654673737127439360,0.08873,-0.33392,0.00173,0.99774,-0.03322,0.03286,-0.04823,
1654673737676990720,0.07996,-0.28850,0.00146,0.99794,-0.03375,0.03350,-0.04314,
1654673738077247488,0.06922,-0.23927,-0.00119,0.99812,-0.03352,0.03487,-0.03756,
1654673738427301120,0.06206,-0.19470,-0.00036,0.99831,-0.03323,0.03526,-0.03201,
1654673738927039232,0.05329,-0.14536,-0.00300,0.99843,-0.03365,0.03593,-0.02669,
1654673739424386304,0.04403,-0.09562,-0.00371,0.99853,-0.03389,0.03670,-0.02104,
1654673739874479872,0.03759,-0.04893,-0.00371,0.99862,-0.03383,0.03683,-0.01589,
1654673743343932160,-0.04589,-0.02350,0.04202,0.99867,-0.03343,0.03746,-0.01143,
1654673748594472448,-0.19600,-0.04651,0.11410,0.99875,-0.03190,0.03567,-0.01437,
1654673749497259264,-0.19026,-0.09110,0.11539,0.99862,-0.03210,0.03624,-0.02039,
1654673750094686720,-0.17379,-0.13373,0.11624,0.99849,-0.03158,0.03650,-0.02605,
1654673750594512896,-0.16051,-0.17599,0.11624,0.99835,-0.03107,0.03670,-0.03154,
1654673750994722816,-0.14889,-0.22049,0.11535,0.99815,-0.03080,0.03683,-0.03724,
1654673751494725888,-0.13700,-0.26765,0.11552,0.99797,-0.02989,0.03666,-0.04259,
1654673751895705344,-0.13027,-0.31314,0.11588,0.99774,-0.02961,0.03670,-0.04793,
1654673752297260288,-0.12630,-0.35911,0.11516,0.99747,-0.02926,0.03669,-0.05336,
1654673752697601792,-0.13057,-0.40117,0.11641,0.99720,-0.02885,0.03678,-0.05835,
1654673753097285632,-0.12823,-0.44905,0.11567,0.99688,-0.02865,0.03684,-0.06364,
1654673753547301632,-0.12802,-0.50194,0.11632,0.99648,-0.02853,0.03680,-0.06971,
1654673753997066496,-0.12707,-0.55438,0.11656,0.99607,-0.02821,0.03691,-0.07544,
1654673754447192576,-0.12716,-0.60278,0.11728,0.99559,-0.02813,0.03718,-0.08135,
1654673755347320320,-0.13080,-0.65151,0.12005,0.99517,-0.02718,0.03729,-0.08669,
1654673755647280128,-0.13383,-0.69931,0.12066,0.99457,-0.02811,0.03728,-0.09304,
1654673758497563648,-0.14355,-0.66270,0.12172,0.99528,-0.02891,0.03689,-0.08496,
1654673758797345280,-0.14265,-0.59735,0.11893,0.99584,-0.02871,0.03673,-0.07825,
1654673759447281920,-0.14052,-0.54649,0.11833,0.99622,-0.02959,0.03667,-0.07300,
1654673759796418816,-0.13713,-0.49181,0.11879,0.99664,-0.02961,0.03679,-0.06689,
1654673760097110528,-0.13643,-0.43962,0.11827,0.99704,-0.02926,0.03667,-0.06086,
1654673760595532544,-0.13166,-0.38767,0.11676,0.99727,-0.02954,0.03708,-0.05656,
1654673761046275840,-0.13290,-0.33017,0.11484,0.99767,-0.02928,0.03704,-0.04932,
1654673761397185024,-0.13079,-0.27670,0.11491,0.99797,-0.02888,0.03685,-0.04319,
1654673766647286016,-0.26949,-0.28006,0.18752,0.99792,-0.02800,0.03605,-0.04551,
1654673768097052928,-0.44164,-0.26729,0.27475,0.99793,-0.02776,0.03501,-0.04629,
1654673769647175424,-0.62842,-0.24306,0.37100,0.99804,-0.02699,0.03370,-0.04526,
1654673771197307392,-0.81062,-0.23673,0.46208,0.99799,-0.02861,0.03291,-0.04592,
1654673772797208320,-0.99819,-0.22058,0.55384,0.99802,-0.02864,0.03192,-0.04591,
1654673774597601792,-1.00028,-0.21021,0.61052,0.99818,-0.02914,0.02671,-0.04547,
1654673774946448384,-0.98849,-0.21437,0.66681,0.99831,-0.02897,0.02178,-0.04535,
1654673775447298048,-0.95555,-0.21146,0.74172,0.99837,-0.02940,0.01808,-0.04552,
1654673776047601920,-0.91645,-0.20906,0.83900,0.99835,-0.02999,0.01712,-0.04588,
1654673776597245440,-0.88324,-0.20682,0.93928,0.99832,-0.03052,0.01629,-0.04641,
1654673777047476224,-0.85089,-0.20592,1.02854,0.99832,-0.03048,0.01559,-0.04679,
1654673777497349888,-0.82542,-0.20534,1.11894,0.99829,-0.03088,0.01531,-0.04728,
1654673777945750016,-0.79711,-0.20567,1.20789,0.99827,-0.03100,0.01521,-0.04761,
1654673778395719168,-0.77357,-0.20562,1.29629,0.99824,-0.03117,0.01503,-0.04808,
1654673778797682176,-0.75421,-0.20822,1.37914,0.99822,-0.03113,0.01494,-0.04866,
1654673779197362432,-0.73214,-0.20755,1.46887,0.99819,-0.03147,0.01507,-0.04898,
1654673779596702464,-0.71243,-0.20832,1.56864,0.99816,-0.03161,0.01498,-0.04951,
1654673779947273472,-0.69549,-0.21021,1.65938,0.99813,-0.03184,0.01498,-0.04994,
1654673780296302336,-0.67777,-0.21061,1.75172,0.99809,-0.03223,0.01510,-0.05056,
1654673780997267456,-0.63862,-0.21177,1.95082,0.99801,-0.03260,0.01559,-0.05160,
1654673781394889984,-0.62227,-0.21105,2.06492,0.99796,-0.03304,0.01626,-0.05225,
1654673782244803072,-0.59754,-0.20828,2.31195,0.99785,-0.03340,0.01750,-0.05364,
1654673782744773888,-0.58961,-0.20342,2.45230,0.99778,-0.03378,0.01856,-0.05428,
1654673783296919296,-0.58244,-0.19868,2.60711,0.99771,-0.03391,0.01961,-0.05506,
1654673783896892672,-0.58587,-0.19271,2.77291,0.99763,-0.03431,0.02054,-0.05600,
1654673784546818304,-0.59556,-0.18633,2.95042,0.99756,-0.03431,0.02163,-0.05688,
1654673785247148544,-0.61127,-0.17856,3.13471,0.99747,-0.03420,0.02320,-0.05784,
1654673786097404160,-0.63529,-0.17258,3.35186,0.99738,-0.03390,0.02469,-0.05896,
1654673787045026560,-0.67031,-0.16363,3.57796,0.99726,-0.03378,0.02650,-0.06032,
1654673788445056512,-0.70780,-0.15082,3.83893,0.99712,-0.03358,0.02832,-0.06180,
1654673791046582016,-0.72649,-0.21446,3.86340,0.99659,-0.03212,0.03056,-0.06961,
1654673791597511168,-0.73382,-0.28807,3.82401,0.99594,-0.03236,0.03085,-0.07807,
1654673791947106560,-0.70852,-0.35416,3.82794,0.99526,-0.03209,0.03240,-0.08585,
1654673792347040000,-0.72491,-0.42145,3.83397,0.99464,-0.03160,0.03167,-0.09325,
1654673792697275904,-0.72201,-0.48513,3.82974,0.99395,-0.03110,0.03191,-0.10037,
1654673793046082048,-0.71713,-0.55536,3.83108,0.99312,-0.03101,0.03241,-0.10819,
1654673793746967040,-0.70857,-0.67978,3.83322,0.99140,-0.03075,0.03282,-0.12291,
1654673794095141376,-0.71510,-0.75313,3.83504,0.99056,-0.02998,0.03189,-0.12994,
1654673794397383168,-0.72846,-0.81078,3.83038,0.98954,-0.03035,0.03298,-0.13714,
1654673794997319168,-0.73527,-0.92244,3.84868,0.98738,-0.02994,0.03317,-0.15193,
1654673795297388800,-0.75208,-0.97375,3.83070,0.98626,-0.02908,0.03256,-0.15932,
1654673795595561728,-0.77486,-1.06030,3.82707,0.98490,-0.02904,0.03332,-0.16742,
1654673795896986368,-0.79149,-1.11926,3.83023,0.98348,-0.02829,0.03286,-0.17573,
1654673796497274368,-0.83175,-1.26053,3.82853,0.98035,-0.02755,0.03328,-0.19246,
1654673796747381248,-0.84637,-1.31407,3.82404,0.97880,-0.02731,0.03356,-0.20020,
1654673797245462528,-0.89419,-1.44882,3.82275,0.97570,-0.02657,0.03346,-0.21491,
1654673797496422912,-0.90344,-1.50866,3.82610,0.97396,-0.02658,0.03416,-0.22255,
1654673797997341440,-0.94783,-1.65238,3.82826,0.97008,-0.02542,0.03416,-0.23902,
1654673798497345024,-0.99899,-1.78931,3.83110,0.96600,-0.02468,0.03425,-0.25509,
1654673798996992000,-1.05641,-1.93277,3.83167,0.96141,-0.02396,0.03445,-0.27191,
1654673799495549440,-1.11684,-2.07059,3.83141,0.95649,-0.02369,0.03491,-0.28869,
1654673800247283712,-1.21837,-2.27864,3.83205,0.94840,-0.02275,0.03517,-0.31429,
1654673800747232000,-1.29404,-2.42217,3.83142,0.94266,-0.02211,0.03539,-0.33113,
1654673801747628800,-1.46298,-2.70376,3.83439,0.92963,-0.02099,0.03590,-0.36615,
1654673802496819456,-1.60801,-2.91254,3.83906,0.91900,-0.01964,0.03595,-0.39213,
1654673803194485760,-1.76467,-3.10121,3.84289,0.90844,-0.01846,0.03585,-0.41606,
1654673803844519424,-1.91419,-3.26236,3.84522,0.89832,-0.01747,0.03607,-0.43750,
1654673804444503296,-2.06300,-3.41324,3.84701,0.88821,-0.01636,0.03619,-0.45772,
1654673805044680960,-2.22000,-3.56120,3.84921,0.87785,-0.01554,0.03636,-0.47731,
1654673805644474624,-2.38681,-3.70353,3.85038,0.86707,-0.01433,0.03638,-0.49666,
1654673806197137664,-2.53936,-3.81617,3.85090,0.85660,-0.01354,0.03647,-0.51451,
1654673806694555648,-2.68732,-3.91679,3.84990,0.84709,-0.01281,0.03644,-0.53005,
1654673807294699776,-2.85872,-4.01758,3.84900,0.83497,-0.01208,0.03664,-0.54893,
1654673807897199104,-3.03539,-4.11946,3.84795,0.82268,-0.01103,0.03656,-0.56722,
1654673808494457344,-3.22157,-4.22502,3.84824,0.80979,-0.00987,0.03647,-0.58551,
1654673809094517760,-3.40154,-4.32186,3.84970,0.79690,-0.00862,0.03643,-0.60295,
1654673809697424640,-3.57902,-4.39736,3.85033,0.78359,-0.00791,0.03635,-0.62017,
1654673810594612992,-3.85723,-4.49607,3.84817,0.76348,-0.00633,0.03606,-0.64479,
1654673811194583808,-4.02408,-4.55042,3.84873,0.75025,-0.00530,0.03628,-0.66014,
1654673812094472704,-4.22614,-4.59982,3.85133,0.73398,-0.00389,0.03600,-0.67821,
1654673812895165184,-4.21036,-4.58989,3.85042,0.73386,-0.00477,0.03689,-0.67829,
1654673817644509440,-4.21984,-4.68715,3.89043,0.73191,-0.00420,0.03549,-0.68046,
1654673818297858048,-4.22086,-4.67432,3.95493,0.73171,-0.00403,0.03625,-0.68064,
1654673818594757888,-4.22160,-4.65891,4.00239,0.73171,-0.00410,0.03494,-0.68071,
1654673819597739520,-4.21895,-4.62736,4.14248,0.73129,-0.00317,0.03677,-0.68107,
1654673820447452672,-4.22406,-4.58711,4.27406,0.73072,-0.00294,0.03638,-0.68170,
1654673821347315968,-4.22694,-4.54557,4.40661,0.73016,-0.00209,0.03667,-0.68229,
1654673823997339904,-4.18641,-4.52115,4.49352,0.73345,-0.00121,0.03833,-0.67866,
