1654674495388051968,-0.23862,-0.64590,0.13616,0.99642,-0.01937,0.03860,-0.07263,
1654674495688055040,-0.24902,-0.69573,0.13663,0.99604,-0.01962,0.03865,-0.07766,
1654674495987684096,-0.26010,-0.74802,0.13674,0.99557,-0.02012,0.03878,-0.08327,
1654674496288064000,-0.26661,-0.79659,0.13780,0.99511,-0.02073,0.03891,-0.08842,
1654674496588067072,-0.27544,-0.84504,0.13726,0.99467,-0.02123,0.03927,-0.09293,
1654674496888070144,-0.28325,-0.88850,0.13760,0.99423,-0.02164,0.03957,-0.09737,
1654674499387473152,-0.28795,-0.82743,0.13584,0.99468,-0.02236,0.04027,-0.09209,
1654674499687476992,-0.28110,-0.78205,0.13559,0.99505,-0.02231,0.04060,-0.08794,
1654674499987854848,-0.27489,-0.73837,0.13672,0.99549,-0.02171,0.04075,-0.08288,
1654674500587362048,-0.26762,-0.69229,0.13590,0.99579,-0.02210,0.04181,-0.07854,
1654674500987617024,-0.26138,-0.64783,0.13441,0.99608,-0.02275,0.04328,-0.07377,
1654674501287620096,-0.25863,-0.60411,0.13468,0.99641,-0.02273,0.04360,-0.06898,
1654674501587996928,-0.25568,-0.56590,0.13425,0.99671,-0.02206,0.04353,-0.06478,
1654674502087753984,-0.25162,-0.52571,0.13299,0.99694,-0.02275,0.04335,-0.06097,
1654674502487632128,-0.24986,-0.48403,0.13151,0.99721,-0.02273,0.04344,-0.05632,
1654674502887887104,-0.24817,-0.43609,0.13310,0.99754,-0.02226,0.04269,-0.05103,
1654674503587270912,-0.24701,-0.47016,0.13249,0.99724,-0.02363,0.04307,-0.05576,
1654674510987229952,-0.30509,-0.42956,0.16560,0.99737,-0.02413,0.04310,-0.05299,
1654674511986990080,-0.40250,-0.41318,0.22203,0.99738,-0.02447,0.04279,-0.05300,
1654674513087753984,-0.49636,-0.39814,0.27530,0.99741,-0.02409,0.04209,-0.05319,
1654674515987785984,-0.51774,-0.43521,0.28313,0.99717,-0.02378,0.04236,-0.05733,
1654674516387540992,-0.52257,-0.48008,0.28475,0.99686,-0.02366,0.04233,-0.06255,
1654674517087299072,-0.52728,-0.53238,0.28794,0.99655,-0.02249,0.04242,-0.06762,
1654674517387303168,-0.52990,-0.58130,0.28717,0.99615,-0.02265,0.04265,-0.07317,
1654674517686804992,-0.53492,-0.63470,0.28950,0.99567,-0.02288,0.04263,-0.07933,
1654674517987184128,-0.53905,-0.68329,0.28786,0.99526,-0.02284,0.04301,-0.08416,
1654674518287938048,-0.54486,-0.73403,0.28973,0.99482,-0.02254,0.04275,-0.08945,
1654674518587815936,-0.55202,-0.78684,0.28914,0.99425,-0.02259,0.04294,-0.09542,
1654674518887819008,-0.56024,-0.83474,0.28857,0.99378,-0.02230,0.04289,-0.10029,
1654674520387962112,-0.55563,-0.79025,0.28723,0.99421,-0.02351,0.04298,-0.09567,
1654674520587964160,-0.54850,-0.73043,0.28712,0.99487,-0.02272,0.04284,-0.08881,
1654674520787715072,-0.54408,-0.67579,0.28737,0.99539,-0.02247,0.04261,-0.08297,
1654674521388348160,-0.53440,-0.62692,0.28530,0.99572,-0.02388,0.04233,-0.07856,
1654674521688352000,-0.52999,-0.57993,0.28515,0.99617,-0.02367,0.04209,-0.07289,
1654674521888354048,-0.52613,-0.53460,0.28412,0.99653,-0.02406,0.04216,-0.06768,
1654674522088104960,-0.52334,-0.49426,0.28546,0.99685,-0.02383,0.04187,-0.06302,
1654674522487859968,-0.51796,-0.44185,0.28284,0.99714,-0.02469,0.04199,-0.05775,
1654674522887238912,-0.51464,-0.38854,0.28327,0.99745,-0.02481,0.04205,-0.05198,
